book_idx,author_idx,book_popularity,book_avg_rating
32014,3749,23,4.505492451885099
25011,9467,18,2.686376609199427
22473,11503,16,4.967217341501293
18986,8762,27,4.430611923241644
19595,10083,23,2.996789203835431
22048,6886,27,2.513805292809006
32644,10380,35,4.538653571137085
33228,4830,26,4.267143359619043
4222,6165,15,4.322517920102468
6326,9280,17,4.428175866714865
8277,4581,25,2.6851116293352257
9139,5118,25,3.396164321360682
26855,10019,26,2.7896726488128243
8370,7333,20,4.657758564688984
32703,7086,17,4.058245317068895
16370,5723,25,3.327245062131623
12661,6584,27,2.658895875715059
21717,5072,26,3.2774558042891555
2470,4121,19,3.312958305066868
31885,6396,26,4.32401544584516
15920,10667,21,4.093893678388033
671,1098,26,4.718031856440817
22745,4850,21,3.6805373129048733
9780,230,27,2.7989856148457544
17418,8374,27,4.283111968057487
14420,10533,21,4.401962621542244
8733,7651,26,3.9031929939237404
7761,2665,23,4.427417949886403
18796,2016,32,3.734488990910977
9089,5520,24,3.806832073454985
34860,4621,11,3.568852545896374
19379,2424,23,2.563547816860238
25989,10471,22,2.769728567483261
34381,3976,20,2.5785729642168356
32221,867,18,4.091026028159451
28930,10490,24,3.285889952690817
29793,4269,18,3.771426727911757
22243,5981,30,4.768916184815232
11002,6110,28,3.1232305728721874
26017,5669,42,3.525957307589074
18953,397,35,4.388877846357621
19054,41,31,3.071995413729056
34447,7600,27,2.6924497745719824
9514,8808,22,3.22437863228442
36112,9175,14,2.9030532181350113
28578,5621,27,4.8242441308564326
565,9311,30,4.520300948911043
25389,8200,23,4.083509391276059
30252,8818,87,4.6786514754692945
19352,3974,22,4.509180192247786
33480,7328,21,2.9664251472150895
9244,2060,25,4.731397496224945
14262,4661,185,3.848355604789127
27039,3018,27,4.518600387910157
16961,4947,28,4.740228249808733
28882,11137,18,3.2950086874296596
26753,4281,19,2.775129811319192
3184,1833,27,3.069837906354854
14764,5837,28,3.567769471565641
9251,6889,30,4.545036914806232
13021,9956,46,4.651826458140858
3419,4861,22,2.517380326327977
14615,4782,158,3.7768682564439144
31093,2145,18,3.5435275078719473
29306,7888,31,3.0552695261768257
105,1478,36,2.799663418334207
27242,8590,28,3.34403792850907
3866,721,20,4.857274259781298
5624,544,66,3.308007330051888
19711,8746,43,3.796976554358415
12660,6237,22,4.2575473972379445
5611,2607,66,3.409074005948235
25973,4979,27,4.929455206802402
18651,7326,23,4.906118237355278
6485,660,31,3.1294557395634106
4626,8163,108,3.7431212647309637
13864,4538,21,3.2521957745419243
32000,9102,23,3.212101235943669
19353,11777,21,2.592217368386332
24499,1592,26,4.023910834949742
33345,1799,22,3.7566975580721538
23127,2661,21,2.6286968781249733
8618,3592,23,3.1966161605915286
5772,2831,19,4.770664714916634
25070,9939,24,3.098904726667431
9693,10819,31,2.8622371802280577
15511,1816,56,3.7236319006939076
30489,4774,28,4.964126135276501
35196,921,25,3.105138178778751
12397,1399,19,4.1803388685146965
20724,11299,24,4.404049038321794
7814,5499,34,3.0940938599809993
4879,7920,35,4.320540871529649
27113,2358,23,3.419457831798133
6018,10833,32,4.080764576483949
34902,9180,24,4.083824276902237
22046,2693,23,3.839436710186896
27254,2932,29,2.7257244251360206
9993,6304,40,4.588256238973095
766,1671,30,3.3019501624293395
26953,3746,105,2.9662962759996354
5366,10603,29,2.60193785388691
3434,11967,25,3.9772323579706046
1772,11823,21,4.193910904605707
16994,9356,24,2.5414695723196403
25243,9467,22,3.7802326457482023
19256,11723,18,3.0662394379948448
12796,6471,23,4.112931976023624
7296,157,43,2.9359160725124784
28194,5971,19,4.227344345256165
33279,7775,31,3.4668383657513435
24138,1130,30,4.841824971841836
9877,3090,28,2.8438023603649834
9266,944,24,3.3526658776256464
16561,2962,24,2.783683803101473
29308,921,21,4.811734045696407
35287,11059,21,4.693348383452452
35673,2987,22,3.144854069287889
25211,2987,24,4.149960115085447
5173,9666,26,4.54305550050304
21462,11424,34,3.888002028998656
10449,1205,52,3.824126445890016
27073,8719,20,3.1046307272511293
35362,4402,39,2.732756919514748
13884,8209,21,4.743039394883317
10410,4937,18,4.7510451429083265
8854,6182,21,4.08275364318317
22897,10683,24,3.3475744776217518
16575,1586,54,3.373023936531652
4368,7615,23,4.3148891971755985
11278,1671,37,4.742775649881443
1722,8522,22,4.717716060662793
17258,5822,26,4.4496888646440595
28658,979,32,4.10507911538572
35600,4246,20,2.7103499124876222
24602,2102,21,2.9040717852365345
2574,11128,27,4.746385471317698
14125,7331,29,4.016072649148975
11804,436,25,2.5229926290415743
25985,57,29,2.75367885716508
5349,8025,24,4.158754422770139
26403,10318,30,2.512653959615547
18160,11273,32,2.9020201285437466
13956,4829,21,3.8718344734164654
17814,2648,50,4.2297379942317335
15384,2109,22,4.129903148756501
23587,10932,51,3.0606732736513997
12067,7768,62,4.28044805336884
12055,6747,21,3.0931227187420003
29061,4368,29,3.3134992453981695
14275,4661,39,4.36622851279506
20892,3716,24,4.124082247618037
28501,5806,27,4.623058526235445
6350,10835,23,4.144032230750859
12878,11452,29,3.920771508338679
27914,3460,23,2.7341869195702313
36431,2396,21,3.4192895076485836
18519,5454,22,3.1630059192043136
7069,651,33,3.109974108447709
17590,10819,19,4.932526386881114
6047,5392,29,3.482744311666901
18585,11275,22,4.730116387942783
26214,5534,19,4.077846564993157
36025,11194,26,4.487028258854121
6751,11263,26,3.7565927327629804
12789,313,27,3.9422597115658977
624,8068,24,3.7312942345471596
21867,3783,25,2.988107469495111
28707,3634,24,4.3061302881537635
32166,9613,27,3.2019309061021395
26668,8911,25,2.5607899160786345
34622,2735,31,4.113680739767919
34868,6755,22,2.9427766985176222
11052,5513,29,4.851146460882285
14367,1062,32,4.884821442506468
2508,3895,37,4.787160975551121
25933,1586,45,3.425396750638611
26917,10819,61,2.5386415413221686
6698,5281,32,4.820796406469313
14683,4932,30,3.5704603707932856
32307,10712,21,4.916637047609174
30900,10477,28,4.909049942723132
824,2708,24,4.632523638668401
27940,6020,55,3.2361222301739643
16962,3213,24,3.4627443215048133
5225,7225,25,4.627841678792143
17998,10843,38,3.292305012890694
31843,3934,27,2.923731866715231
10333,9134,31,3.8920031561458757
19243,4669,10,4.840386935401952
3561,10748,55,4.240074491687432
14274,513,17,3.9251529252234123
13140,11136,22,2.7429412344269215
10486,847,23,4.037518066747925
29675,4451,17,4.975134625260658
36473,4443,12,2.8502100380913102
20855,10699,23,3.7958241309093417
3478,9820,32,4.693432679819889
4051,11062,30,4.351921544385511
27075,11270,21,4.24253935248817
18735,729,26,4.256210209967773
35153,4419,10,3.398727878049388
23783,11935,21,3.2339796106612333
4529,10814,20,4.523402888696284
29313,5546,21,4.525283486697952
4578,6329,23,4.667680796450259
26340,10146,25,4.7831013813911785
20865,6729,28,3.7783559971523446
27890,2022,31,3.753790736717999
22906,5798,33,4.495737947416938
24770,8818,19,4.124909826944413
15939,2962,20,4.254917193144259
34495,2855,33,4.4894816735902525
22043,4597,57,4.725013354543916
3785,7609,27,3.3449878921288394
25721,1300,27,3.43895738159986
18449,1735,27,2.7349548496021727
17002,4384,19,3.945700352490435
24319,11969,21,2.589855684491855
15383,3078,33,3.6639950453311503
26315,917,28,3.8566115867689414
1461,11275,32,3.216353130320711
26361,9396,28,3.977083151422527
2899,11976,31,2.5762506248476233
26076,10479,27,2.593370471873036
26850,10834,23,4.556501401649146
15994,2908,18,3.4004766035281575
10364,859,22,2.817651281629712
1950,9873,28,3.8056081501370107
18683,11828,20,4.4249838827465275
14009,10866,23,3.039552568742108
26663,11925,28,4.0572261895475
12198,5311,24,2.71336866248442
21534,5711,24,2.629204302921519
678,10931,17,3.82838657892037
28856,2880,24,3.8515878040252662
13523,3750,19,4.093574753745516
7773,8746,35,4.315228334306654
24761,7917,31,4.939630198656337
10208,8555,25,3.790750870752988
18844,7792,26,3.307391182353115
3690,7318,29,4.487965486921759
24858,6072,66,3.1770806281551858
2319,10198,25,3.5974285517640903
33413,8635,20,2.696140953355665
19155,320,15,2.5633768585386436
35853,4169,31,4.906621036694813
8081,6491,23,4.589950301280515
350,5726,63,4.2399355152342455
24404,5486,36,3.5223823610356746
34569,11042,17,2.9332358001771146
10785,9563,32,2.891092606677715
1853,8028,24,3.125607245411488
864,1671,26,3.873066661765301
4714,9905,28,4.286489806750156
28467,1803,34,4.150493441794328
1813,10918,24,3.199834742364857
11917,7600,56,4.887163201657986
25743,40,22,4.344742291739421
6372,660,97,3.885885131278502
32642,8746,37,4.0293018655858805
17199,1193,30,3.549000156069475
26112,10001,21,3.1193274737528935
24178,9830,24,3.389931696628154
17215,1809,30,4.3946152761609225
30178,11641,28,2.5359837215743894
22956,9453,23,2.7901816012672906
30139,8818,28,2.615006605054382
7363,1141,30,2.6018220057974255
30639,2612,26,4.638651460027518
4056,3153,23,4.259144648450059
5344,6479,23,3.685434572718313
26031,8863,29,2.7445854016275035
13282,2190,18,3.729039687792081
26053,4124,18,3.6836794269514144
6615,651,29,2.933004674775038
36087,8681,14,3.5846291230949325
33185,4830,88,3.4962618359934337
20394,9618,19,4.039625245130541
7911,880,30,4.087734127169109
1980,7513,26,2.613260024430111
7567,7938,26,3.436531536566178
29644,9026,25,4.064649789285591
33944,6430,25,3.7578406464502194
26811,10819,55,4.641224602970805
30879,10477,26,4.146734079047363
4359,339,27,2.9073360677035742
34696,5705,22,2.6764218685010746
10376,8658,47,4.106048195515789
17118,2831,21,2.5662782763540544
33454,10906,25,3.964438953183658
36231,9094,23,4.850575603562394
10907,5807,29,3.9386854446896975
11382,1149,24,3.4704248155163047
23876,8997,53,4.108220546105883
512,11511,27,3.6456322262287917
28865,5861,20,3.8640419732898375
32082,3126,23,4.853662021941313
32222,875,24,3.465256594501936
34791,5176,29,4.902976409559786
323,1125,30,4.763376604890159
21583,7471,21,2.989477836973241
8718,7602,24,2.6734032521879136
6121,8399,26,2.7519450034435664
26007,2440,22,2.5455545641288744
36301,1610,21,2.736107401889821
4355,4968,22,4.207516933540893
23640,11052,22,2.6779716211505726
16656,1963,28,3.2974390757344034
7720,8838,24,4.612188277423636
6922,660,39,2.5581798393395645
3591,9207,26,4.536171206472339
34612,959,25,3.2046369369335
21375,6198,31,2.795412069054141
3581,854,33,4.241842913410377
35607,11582,23,4.07235711694971
18205,5512,23,4.693680033817632
17061,3515,17,4.337677609509715
33417,8635,31,4.508702325962121
16977,2963,18,3.205086431428266
22603,567,21,2.943598859449307
5707,11483,20,4.3765368791021455
14645,10424,33,4.5170868481681605
18848,4296,29,4.976262855001684
30243,3771,21,3.531544192278566
34390,6096,13,3.430045214481958
8465,1636,30,4.441032401854992
28784,4957,24,3.3520088506325445
1703,2665,32,4.826893314008911
24910,5193,25,4.64603187960753
36510,9593,21,3.5724850684375458
21710,5079,26,4.377177669478743
10636,6808,32,4.386357185211706
21751,6340,30,2.7578096720898317
2017,3030,38,4.756382266698917
27596,4877,33,3.763130931119643
32651,3492,28,4.566143665269355
19859,8386,29,3.3001240025765295
22173,11158,25,4.738808071240501
17286,5822,25,3.473004196835408
9591,8885,22,2.527094128700746
18448,7358,28,4.76345494104816
34165,11937,27,2.7282166919653337
7832,158,36,3.2982840939760374
6100,4848,25,4.875154917627013
27185,10958,27,4.876517867343891
7624,6090,17,3.933594720308215
6185,897,23,4.079593030424498
10126,9148,26,3.621113804945799
13022,8658,25,3.2330269292451614
20836,6895,25,3.32166136342479
26173,3523,24,4.181296140192596
14930,147,31,4.3809363235942005
31544,9606,19,4.478947609314622
1058,5673,43,4.474045356986385
7253,75,24,2.728015257621726
9399,8668,23,3.7360507617564536
960,962,98,2.643896900041611
16384,8688,149,3.873822205809339
16234,3385,20,3.6038262534334424
24252,4377,26,4.71926045689575
22059,10415,16,3.3772875313801967
12867,1748,17,2.7926675410690147
15272,7084,23,2.8574792051320896
16248,10026,20,4.40377657929368
1653,11787,30,4.045545158290652
30111,2402,26,2.7528066903069757
8101,11838,44,2.7102670152874935
6886,5889,24,4.2524228286478
32924,3409,28,2.681907515910484
32174,826,26,4.554650148225891
26973,5296,37,4.265605567891241
19201,125,23,2.7033719516047494
19516,7700,27,2.71209428521298
25639,716,32,4.9665989462529385
33382,1207,27,3.4356769893903008
36246,9408,21,3.4266053676672272
10050,11822,24,4.531998918143756
19517,3519,24,4.868121443459646
25167,11738,31,4.965002659557177
21479,9703,25,4.383445463147354
2357,5932,21,3.4406489638272895
10137,3396,23,2.708751791746672
18443,29,14,4.442867289818592
1247,8819,22,3.8960106243395125
35577,3530,21,3.5605550231174408
23650,5528,25,4.76588596273684
7723,6645,21,2.7779937057653785
27052,6890,25,3.7315627607271478
11157,7352,27,2.5283841119185477
15378,6072,25,3.671651604985316
21795,2458,30,2.6407581892045933
1919,9675,16,2.7970447906701796
7333,8497,26,2.793815616942762
1805,8818,22,4.1230257552901595
26313,1379,19,4.365112198163558
33676,5005,21,3.958421912742899
17616,10007,23,4.905431371186355
25438,5740,27,3.43717644880926
6413,2454,27,3.214280215704652
7907,179,23,4.67149782047365
30867,2744,21,3.0589895962986313
24038,1347,73,4.908056348601528
1552,2967,21,2.5303861867245407
2369,4979,25,4.924697066769097
33311,7638,19,2.6078997798764405
6648,6228,32,4.727857784245177
14131,5821,30,3.8192527727157497
24459,8200,15,4.982411990298251
23444,3783,20,2.684491411838497
14406,10647,21,3.884635711003302
28382,3436,22,4.9232563390477475
8595,8746,33,3.807744610425372
35441,3294,25,4.073496595338156
23253,10319,12,4.239371722461543
17043,5682,19,3.636352661919433
17699,10819,50,4.068895200210159
17869,10819,27,3.9607857798077504
10250,7206,25,4.752895026227472
3232,1886,24,2.6136159508536445
22579,1467,19,3.2024079739805758
35897,8045,22,4.876028710191397
21890,10598,30,4.725659459727291
10396,8658,41,3.6391418819642825
6182,11896,23,4.050331494503842
18491,1741,31,3.1934529574528314
8668,11650,19,2.970302899309403
6644,2292,54,3.6592460123499553
12812,10007,27,3.383380570065132
25905,6415,20,3.95914027962718
5630,5594,35,2.694336592412462
11701,6215,27,4.935987019165417
32813,5180,22,4.965526861199008
12244,8616,21,4.2454042850493625
3251,3725,51,3.840240915860301
29762,10447,21,3.2738190407158196
8744,10606,24,4.5344875492673715
8240,1562,19,4.211827931384699
4619,10857,28,2.9065423483622284
1025,7804,50,4.777317961234607
15066,6703,22,4.556343107307923
36470,9175,19,4.87449978322981
11450,9247,20,4.3142987709709
2693,8153,23,4.033537989839475
979,683,22,3.545607590726547
692,11940,22,4.831821208385033
13353,2190,20,4.665159723751021
33425,7794,20,2.6130466752654735
2546,5606,25,2.56591743624313
3175,11861,26,3.441158417195124
12701,8150,23,4.526383326954582
29285,11875,22,4.968190323287361
10457,755,28,2.8760422277588207
24216,6020,28,3.9853267883803376
9869,9081,54,3.452227141577554
13894,14,18,4.924785994536508
10254,6890,30,4.605297307839272
31532,4360,23,4.595821761777845
30683,1916,21,3.6717328994874254
23905,4863,24,3.537048755844163
18828,2239,23,3.1835176798267657
8141,6589,20,2.640938741627318
29322,4844,23,4.661805940637633
25192,6136,47,4.532252522825194
16769,1709,30,4.999294183215326
5495,3373,22,4.991592092684764
29857,4417,24,3.8885792640065686
18710,6687,18,4.422468537951277
1365,11954,37,4.8619143247060705
2243,3515,19,4.624118476693528
9624,8246,26,3.118370254357994
16999,5238,31,3.6263603382752336
19900,5745,35,2.8228985378787375
25042,10335,18,4.885127568146806
28818,5119,29,4.0154365861272
832,19,26,3.0716070137586566
4044,4701,28,4.179251711014642
19479,8088,28,4.04532060114474
30921,1241,38,3.395406795082101
23018,2661,26,2.7838939804990726
19240,9881,28,4.178932988981999
21217,9665,24,3.8007692522594834
7868,6009,23,4.4307959793390985
4363,6549,20,3.8004087527799832
10685,7149,23,4.630453750796351
12778,11452,26,3.879767096936214
28921,11200,24,3.902344928838466
9567,8859,29,4.691634006645863
22121,1364,40,3.5087071655309927
14325,5822,26,2.835038071126602
1790,10992,35,2.5719566907833475
10045,731,32,4.387843139184048
6553,11896,33,4.050773878383662
26800,8420,26,4.260199420248059
33712,3,21,3.0324104037722766
4854,11265,16,2.8409286889669243
15049,1514,28,2.536361664169705
14851,11328,88,3.376468897016492
21987,2563,26,3.9747942171365827
29894,4328,24,3.4806101127493307
9119,5043,22,3.5936873050593228
11837,9003,24,4.760396736234371
12015,2283,24,3.370638667558251
3580,10145,26,3.784973722899527
20044,3767,26,4.459132531852857
10203,7643,23,3.4913569558031754
14647,5730,146,4.0552167505696834
9470,7714,20,4.655909271866863
5820,2987,27,4.8738015591441055
16112,2582,23,2.8676837023225947
12675,6400,27,4.816469062903736
6383,6777,21,3.7302907326988457
27569,5300,47,3.145610970747396
10040,11592,22,3.647839390595653
17331,4177,27,4.950081438213693
407,6953,22,3.731545234982174
4741,7729,31,3.3218790257187703
21065,11183,37,4.083502135791814
24811,6422,24,3.100364046945483
4786,4881,29,2.68965832027166
22363,8682,23,2.822199304776623
30019,6402,29,2.820114597394431
5365,10966,23,2.8797567337807357
25342,5892,24,2.8470679316235254
29133,7078,33,4.102186862008036
27662,3265,26,2.954700210997862
23767,3242,31,3.364168208309658
32183,8799,28,4.7419710247650295
3319,1042,37,3.6849041006571808
5966,4677,23,4.168894346302568
30056,9741,19,2.9307996780040746
26512,3602,88,2.980722547021677
7896,9641,22,2.6021715406661974
4273,4249,18,2.922337657680411
20849,3716,27,3.1964758475798964
32600,11519,26,2.942526210691867
22400,2234,31,2.721756334392639
18146,3132,25,2.801589677751502
11944,997,30,3.6519469200818144
140,871,22,3.0158342960144813
914,249,24,3.4106746526201888
22305,10587,16,3.7585431771371423
33510,10851,27,4.225987071573414
23509,10819,48,2.5982803496027476
14150,862,22,4.498525997272607
36156,5916,28,4.0697509737272695
21436,6251,25,2.7043975798721798
21071,8969,33,4.683946560266943
13556,11051,25,4.802181001329533
5101,5125,86,2.6526948996371593
30095,4948,27,3.1921941203680095
11901,5866,92,4.515503199482653
2354,6881,21,4.370649225959146
22548,4661,236,2.961302548390943
6409,10801,29,3.0233733083417755
2900,10758,27,3.426180256978455
24978,7201,24,3.7113074629775533
33006,3492,30,4.04563692882574
9587,2394,47,3.4222840989244308
1405,6805,15,3.65633679033287
4511,5125,46,4.368677345334391
13811,7604,19,2.5917080072264946
14860,2410,32,3.131092360860052
2644,5785,25,4.283373964711381
23723,5204,16,4.738017094217998
21909,6886,28,3.7791936052891653
33477,5846,21,3.830283713163289
8944,4896,24,2.76793002834944
31569,7755,22,3.618530917058637
34508,11517,18,3.831543166137558
18620,7729,41,3.106176259086824
8617,7602,16,3.1731080773734526
35518,1047,26,3.4432104077615566
17306,9367,25,2.550177994444316
36152,7017,23,3.3051979139579455
25126,7849,29,3.0286200174913613
10896,3475,32,3.3187433804447863
6847,5115,30,2.799405329548128
23554,1426,17,4.726318201849738
9238,2665,15,3.9839811338851217
24743,3944,27,4.197755797861224
34798,291,24,4.472928096518346
9703,10276,19,3.746105497322643
23373,4677,26,2.7173007202185593
21487,10065,30,3.8427663545463693
10266,2125,31,3.967102795052198
36466,11582,17,4.3635986854608255
33664,7278,26,3.5791488655741985
6244,2512,27,2.8189507569889094
2303,9220,25,3.2094397644968113
13957,2444,36,3.4077057409965876
13178,165,30,4.114793103329003
19596,495,28,3.92694576167228
26141,45,51,3.3902418147446154
18117,5305,23,4.9662881219824495
11104,1570,23,4.014437048392217
13898,8397,27,3.0930669793399863
35741,1346,34,2.754456181551009
31240,1987,40,2.8821478479608302
4190,10296,25,3.1148943209612705
34025,2717,37,2.901703433148889
9843,7797,25,2.9664175601282645
30674,7086,23,3.2127379217346177
9347,6337,24,2.933433988236887
21488,11424,30,4.741913561566063
31691,7638,29,2.7005843641541056
33518,8737,19,3.8112784739256367
25705,9301,25,3.525992067474154
8176,11498,25,4.955946542271516
28441,7180,27,2.780097255420131
15488,7275,21,3.494638997614354
1241,6872,20,4.923676083188422
3935,11861,22,4.663767814734951
30977,3718,24,4.5426801773731995
31442,10596,31,3.1447570676123497
23222,6214,32,2.9272189684751644
32745,3336,21,4.171608049811077
3876,11706,45,4.8234399728189645
28998,3589,17,3.8919072325348245
33648,10936,31,3.9290317236747496
30869,8634,25,3.1999477341507103
4989,10989,19,4.423732332979842
15891,9394,29,2.9676093713938085
3174,1886,36,3.309198091010609
28567,6153,30,3.563591096541042
35915,180,22,3.7690259467111376
17256,3471,17,3.1060243310377005
21208,9513,61,2.787092061848009
9544,1586,31,4.026550106104081
6358,1000,24,3.2215763831006394
19802,5225,24,3.9530955535565306
25169,5230,25,2.8859067881855056
840,7310,20,3.7028502546370436
956,683,38,3.8314735813789644
23524,3284,34,2.6295588420560674
32907,11075,18,3.3415106954848017
24386,9467,22,2.8360366923474354
25987,3782,26,2.6584374261819192
2818,1001,19,4.974900580974863
24657,10200,20,3.3058846124368073
16199,11397,21,4.524686114636587
5451,323,53,3.1366016369094094
5515,4439,24,4.203756805559824
30592,7150,24,4.400569649724217
6249,2512,39,3.989096851519611
31750,6681,20,3.678940471375396
13068,5821,34,3.5296022853681714
27169,20,21,3.372170666357488
18847,5932,25,4.823822860619565
21502,6212,27,4.576548519469323
21571,4832,26,4.912567276666282
1669,4185,29,2.8107430587138618
3448,10538,37,4.3271686880091105
24324,9264,27,4.845851142052595
20495,9929,27,2.95308266541415
1889,11511,29,2.6662406684169437
559,6890,21,4.352801623225147
27352,262,27,3.9361827829497797
13078,10421,39,4.60457194189568
15074,11326,35,2.849430941565724
1285,9765,27,4.4881682796497255
26563,7917,43,3.0040683001193615
36110,9366,29,2.909139857164261
36150,10732,19,2.9106644948274822
3947,7974,22,4.536436800578455
33277,3210,21,4.1629930517405
14908,10264,27,3.8076635619227983
36026,2879,30,3.3970762103087564
8912,9640,25,4.693001352032771
14059,7062,21,3.4811127685565886
21729,1143,33,4.541498598678943
6852,8899,74,3.597837271425546
12141,1315,20,3.442361073562269
11577,10424,29,3.6566994641740163
26812,10819,46,3.253444685410355
4386,3957,24,4.369023450440627
12040,2341,333,3.756800975231198
31232,1735,33,3.080531737867043
20896,9665,28,4.748936433186421
1242,11435,27,3.459728053433029
20553,3716,27,3.8588821527849717
35500,10866,20,4.766180277411367
26894,9262,22,4.06059498978498
26870,6442,21,2.7922451017709102
15011,4279,76,4.849580309033688
5631,5594,25,4.069270132678545
35812,10678,17,3.3372640366427153
31049,11392,25,2.848180181658468
5695,5238,20,4.48506297317574
32093,6096,24,4.050181889821284
21538,11183,29,3.8336527299408036
3894,10734,26,4.734731457627394
4657,2855,32,4.471493028061326
17847,6890,25,2.879187199331878
2112,3713,29,3.279305169488871
10188,10936,27,3.1212228495361645
15762,11368,24,4.359865731431692
6006,798,42,2.5838310868394485
13543,6364,33,3.9247242121782913
32877,5180,26,4.406146714351726
32879,5590,27,4.691914091904374
7264,1521,45,3.3552043717897684
11779,4540,47,4.553143261680033
8232,8746,46,2.7765793423880183
9101,6227,23,4.616130729336295
20873,9929,23,2.818721655829956
32072,7588,23,3.493218226400918
29485,488,31,4.493238414448884
17216,10990,18,2.8747935683719343
34784,9699,24,3.0731284880816037
26687,9854,20,4.305631420982666
20809,3716,17,4.300091341365186
8149,6924,29,4.102869082213243
31342,1381,22,4.234871111167751
12193,3164,32,3.8568111083689907
574,962,44,3.1294976472673817
3050,9820,21,3.3642399837597985
22171,4150,17,2.9539942920035642
23538,5110,19,4.771126403334071
14974,7519,69,3.958479486915301
16313,3370,36,3.5021285419090997
5839,11340,26,3.6550145091103317
28042,5674,31,4.868208349029539
20443,11201,29,2.8833785077902006
3750,5921,19,3.9655745800419933
35707,3393,22,3.764721697211165
26670,46,13,4.02863558858662
6562,7898,24,2.5452754595521014
32220,190,27,4.680309772360379
13614,9283,20,4.83029570620903
28618,1560,26,3.9128329589730226
16545,7943,24,4.241627059692231
33125,8308,37,4.806248452943239
23046,9453,24,4.268096585783496
26254,4387,35,2.881347607285653
2439,11882,24,3.940720900417033
16646,1243,204,4.01678761595714
27638,10819,54,3.560326678255965
5439,8158,41,4.341110589061807
14560,9694,27,4.835917536922537
25139,6020,24,4.813921282266941
19922,8746,64,3.6270984285103305
877,11651,22,2.7830951146018883
15464,7790,17,4.962102997405836
26447,9359,28,4.597245216114835
15046,10293,27,2.811656703008167
17077,7634,20,4.802104706543431
9117,2938,23,4.674740905155321
19049,11060,29,3.7970951428151802
35299,326,30,3.9781885893623232
35458,3294,29,3.4975067596753258
23702,11969,24,2.636904097055078
35599,4602,19,3.3379931041147524
30351,2516,21,4.507133621495028
30966,314,29,2.511580057511507
11122,3271,20,3.3337479292278607
8425,11526,29,3.4954217339773583
31222,5322,21,3.8434890073448074
1450,11275,26,4.799639041031901
35076,10012,18,3.3658649859149032
29808,4033,24,3.367383004740569
2039,6366,54,4.343753120274371
9658,9555,27,3.630544852224518
28880,11200,20,3.061512057349955
9258,2665,35,3.6310987903317336
23507,7729,22,2.8521425509494995
16553,3994,24,2.9409674662655583
12677,9362,27,3.7459194318486992
18324,6308,19,3.5473136237613696
9896,392,26,4.78711475267025
29250,7638,36,3.4059847477915826
11594,7519,38,3.951470875695109
6706,8698,25,4.080660719798826
25522,4289,30,2.532736141470834
14717,9418,21,4.1588434300417765
5679,4442,14,2.9450899171743785
3302,163,26,4.902675793673637
30257,6096,15,2.8716568193827823
25982,7424,27,3.5365603093175593
29838,6125,29,2.7133741701966096
19002,5744,18,4.992185629614868
32930,4343,27,3.7554875258281064
9969,8899,29,3.9884625433001095
2210,662,20,2.6676911934710685
25120,6136,28,4.374901175997945
6621,8562,28,3.0247639827389645
12419,8861,27,4.745135723601784
30109,10874,17,3.012849101205018
3097,10062,26,2.976719301659166
